"number","title","pageid","namespace","length","touched"
"159","LEO_(computer)","18555","","20562","20210216082615"
"160","List_of_Macintosh_models_grouped_by_CPU_type","18640","","53177","20210127232059"
"161","Markup_language","18910","","27602","20210227230747"
"162","Minix","18977","","16655","20210222182413"
"163","Microsoft","19001","","159105","20210303205606"
"164","Mind","19378","","63534","20210215122913"
"165","Microprocessor","19553","","71690","20210226161204"
"166","Minimax","19589","","25236","20210220231047"
"167","Molecular_nanotechnology","19637","","58121","20210306141230"
"168","MP3","19673","","95895","20210228192108"
"169","Mercury_(programming_language)","19726","","10071","20201228094730"
"170","Megabyte","19918","","8017","20210307130821"
"171","MIDI","19996","","113564","20210305232801"
"172","Microcode","19999","","48706","20210304184350"
"173","Myrinet","20016","","4674","20201226202757"
"174","Mutual_recursion","20034","","15446","20210113171915"
"175","Memory_address_register","20070","","1604","20210226062156"
"176","Minicomputer","20272","","17874","20210130102959"
"177","Motorola_68HC11","20327","","9622","20201018185528"
"178","MATLAB","20412","","56575","20210305142729"
"179","Macro_(computer_science)","20560","","30381","20210302065737"
"180","Multiprotocol_Label_Switching","20623","","34732","20210301062018"
"181","Memex","20636","","19377","20210304235502"
"182","Modula","20824","","2444","20210131150537"
"183","Microcontroller","21017","","46294","20210210123745"
"184","Nibble","21150","","25539","20201227154905"
"185","Nevanlinna_Prize","21459","","8584","20201231034048"
"186","Numerical_analysis","21506","","37087","20210204230006"
"187","Niklaus_Wirth","21642","","13711","20210228100201"
"188","Natural_language_processing","21652","","47362","20210226120207"
"189","Operating_system","22194","","81671","20210212082708"
"190","OS/2","22409","","75108","20210307104634"
"191","OSGi","22580","","26963","20210107202119"
"192","Obfuscation_(software)","22739","","23400","20210208005143"
"193","Operational_amplifier","22804","","86634","20210209115253"
"194","Programming_language","23015","","78714","20210218083322"
"195","Pretty_Good_Privacy","23080","","45027","20210306233026"
"196","Pseudorandomness","23210","","7199","20210215132816"
"197","Personal_area_network","23303","","4567","20210301134301"
"198","Personal_digital_assistant","23304","","28330","20210218191407"
"199","Paul_Vixie","23309","","8214","20201223175640"
"200","Timeline_of_programming_languages","23696","","48916","20210215191304"
"201","Programmer","23716","","18570","20210305080719"
"202","Pascal_(programming_language)","23773","","60737","20210304135014"
"203","Python_(programming_language)","23862","","113629","20210306232336"
"204","Perl","23939","","90210","20210301050556"
"205","Petabyte","23980","","148","20201226225434"
"206","Parasitic_computing","23985","","6564","20200719201507"
"207","PHP","24131","","120862","20210218205953"
"208","Public-key_cryptography","24222","","31660","20210306190830"
"209","Plan_9_from_Bell_Labs","24226","","50694","20210305194025"
"210","Ping_(networking_utility)","24265","","18736","20210214065531"
"211","Punched_card","24420","","58288","20210226120517"
"212","Pentium_FDIV_bug","24637","","17226","20210219214128"
"213","Primitive_recursive_function","24829","","31209","20210213220735"
"214","Programmable_logic_controller","24992","","45224","20210307133256"
"215","Quantum_computing","25220","","79833","20210304115700"
"216","Quine_(computing)","25270","","20967","20210129140926"
"217","Quantum_information","25274","","38300","20210228183017"
"218","Quantum_teleportation","25280","","72189","20210302020348"
"219","Qubit","25284","","26437","20210303234845"
"220","Quality_of_service","25315","","38033","20210301132901"
"221","Recursion","25407","","25727","20210304194907"
"222","Richard_Feynman","25523","","116965","20210227132037"
"223","Radar","25676","","90633","20210222191530"
"224","Regular_expression","25717","","94970","20210228002931"
"225","Router_(computing)","25748","","27335","20210226140043"
"226","Real-time_computing","25767","","25711","20210225225051"
"227","Robot","25781","","145314","20210216112555"
"228","Relational_database","25873","","30358","20210130195417"
"229","Ray_Kurzweil","25984","","77079","20210222040608"
"230","Ray_tracing_(graphics)","26000","","52744","20210307005708"
"231","RS-232","26023","","41056","20210228153709"
"232","Real-time_operating_system","26123","","16591","20210208183950"
"233","Reduced_instruction_set_computer","26201","","37681","20210217071751"
"234","RFPolicy","26369","","1623","20200128231827"
"235","Rebol","26384","","21997","20210211115418"
"236","General_recursive_function","26469","","15861","20210218030321"
"237","Referential_transparency","26526","","12872","20210105212925"
"238","Software_engineering","27010","","40550","20210306151945"
"239","Software_Engineering_Institute","27011","","11253","20210122111129"
"240","Software_crisis","27012","","3712","20201227013108"
"241","Set_theory","27553","","40698","20210301113253"
"242","String_(computer_science)","27701","","35551","20210218003145"
"243","Seymour_Papert","27802","","18841","20201224172429"
"244","Semi-Automatic_Ground_Environment","28005","","102543","20210222045640"
"245","Sound_card","28184","","50776","20210306084703"
"246","Smalltalk","28319","","61299","20210302193114"
"247","Speech_processing","28448","","9892","20210218084252"
"248","Self-reference","28545","","15026","20201224142832"
"249","Streaming_media","28682","","60530","20210307071239"
"250","Synchronized_Multimedia_Integration_Language","28704","","14630","20201226155927"
"251","Software_Engineering_Body_of_Knowledge","28878","","4787","20210122064039"
"252","Spyware","28951","","51620","20210303062558"
"253","Standard_Generalized_Markup_Language","28994","","32920","20210302025225"
"254","SQL","29004","","48940","20210307143307"
"255","Steelman_language_requirements","29047","","1979","20180831131117"
"256","SIGGRAPH","29279","","13948","20201201204841"
"257","Optical_spectrometer","29293","","14644","20201226134800"
"258","Second-system_effect","29313","","2013","20210126160007"
"259","Signal_processing","29324","","17260","20201230132034"
"260","Simula","29513","","20023","20201203052715"
"261","SNOBOL","29515","","19968","20201226211013"
"262","Side_effect_(computer_science)","29519","","8422","20210306084130"
"263","TeX","30065","","53183","20210305162146"
"264","Transhumanism","30299","","119124","20210306160920"
"265","Theory_of_computation","30402","","18240","20201218164856"
"266","Turing_machine","30403","","72623","20210223231223"
"267","TECO_(text_editor)","30449","","22389","20210123121004"
"268","Turing_completeness","30621","","27257","20210130015921"
"269","Terabyte","30657","","148","20201226225439"
"270","Thin_client","30725","","18779","20210221010510"
"271","Troff","30811","","14372","20210131075604"
"272","Throughput","30932","","22225","20210217003458"
"273","Time-sharing","30958","","32108","20210214220622"
"274","Turing_Award","31093","","32349","20210218104356"
"275","Turing_(programming_language)","31105","","13684","20210217201535"
"276","Tape_drive","31109","","19726","20210111012525"
"277","Transfer_function","31146","","16609","20210303235058"
"278","The_Art_of_Computer_Programming","31358","","28650","20210215090501"
"279","Ubiquitous_computing","31871","","23126","20210125155018"
"280","USS_Liberty_incident","32071","","103284","20210306013551"
"281","USB","32073","","105662","20210304073020"
"282","Unified_Modeling_Language","32169","","22096","20210128062234"
"283","UMTS","32237","","69599","20210227153148"
"284","Unary_numeral_system","32316","","10682","20210302212243"
"285","Vint_Cerf","32433","","51615","20210302003345"
"286","Vim_(text_editor)","32478","","31889","20210225050320"
"287","Vocoder","32678","","40109","20210124155217"
"288","OpenVMS","32736","","97870","20210302131422"
"289","Very_Large_Scale_Integration","32823","","13459","20210226123410"
"290","Wearable_computer","33109","","49576","20210221174356"
"291","World_Wide_Web","33139","","95269","20210306141155"
"292","Wireless_LAN","33143","","14857","20210127021432"
"293","Wireless_network","33172","","30215","20210302063830"
"294","Williams_tube","33571","","13007","20210129005329"
"295","Wake-on-LAN","33958","","33235","20210218094115"
"296","XML","34138","","56015","20210224141347"
"297","XSL","34159","","6171","20201226182633"
"298","XSLT","34211","","27672","20210212094921"
"299","Yottabyte","34278","","148","20201226225428"
"300","Zettabyte","34457","","148","20201226225431"
"301","Z_notation","34521","","7482","20210114022727"
"302","2D_computer_graphics","35248","","29013","20210115031037"
"303","Squeak","37426","","14239","20210115081719"
"304","Latin_square","37447","","29365","20210225203713"
"305","Intranet","37481","","18596","20210306030105"
"306","Palm_OS","37545","","46339","20210224072344"
"307","Nyquist–Shannon_sampling_theorem","37864","","47769","20210122165628"
"308","Gender_changer","38089","","1639","20201205033618"
"309","Lions'_Commentary_on_UNIX_6th_Edition,_with_Source_Code","38279","","9315","20201226120316"
"310","OS-9","39093","","26261","20201231192419"
"311","OS/390","39129","","4626","20200822162412"
"312","Open_system_(computing)","39229","","3105","20210119013735"
"313","Precondition","39290","","3703","20200519072226"
"314","Postcondition","39291","","3725","20210131155500"
"315","Moore's_law","39418","","103775","20210213175514"
"316","Stephen_Cook","39432","","14571","20210108211129"
"317","Tony_Hoare","39434","","22176","20210228024129"
"318","Microware","39451","","3448","20200813120910"
"319","Sanity_check","39893","","10164","20210115193134"
"320","Trusted_client","40256","","3193","20210115192358"
"321","Plasma_stability","40307","","26836","20210218123910"
"322","MOSFET","40345","","177681","20210306011702"
"323","The_Cathedral_and_the_Bazaar","40351","","12362","20210301130922"
"324","Logic_analyzer","40613","","8592","20201227000855"
"325","Network_switch","40614","","18657","20210223060151"
"326","Convex_hull","40634","","57656","20210212142628"
"327","Access_control","40684","","46389","20210220021639"
"328","Automatic_repeat_request","40726","","3223","20200725132551"
"329","Automatic_link_establishment","40753","","41278","20210130110117"
"330","Baseband","40773","","8022","20210202192356"
"331","BCH_code","40779","","49930","20201210095613"
"332","Bit_error_rate","40794","","13645","20210122170853"
"333","Burst_switching","40822","","1001","20150530203718"
"334","Circuit_switching","40874","","8075","20210304153256"
"335","Closed-loop_transfer_function","40885","","1890","20200210222333"
"336","Code_word","40891","","933","20201022182329"
"337","Comma-free_code","40901","","1102","20191125005924"
"338","Common_carrier","40910","","13833","20210302005831"
"339","Common_Management_Information_Service","40912","","2934","20160611015803"
"340","Communications-electronics","40919","","1883","20190607005203"
"341","Connectionless_communication","40950","","4159","20200927113927"
"342","Control_communications","40957","","586","20150219083951"
"343","Convolutional_code","40962","","24877","20210121150121"
"344","Curve-fitting_compaction","40980","","825","20160731093120"
"345","Cutoff_frequency","40986","","11095","20210118153621"
"346","Data_compaction","40991","","1766","20191115213943"
"347","Data_element","40992","","2762","20191018030720"
"348","Datagram","40994","","10548","20201205153915"
"349","Degree_of_isochronous_distortion","41009","","763","20170120044822"
"350","Direct-sequence_spread_spectrum","41049","","7336","20210119063502"
"351","Dynamic_range","41079","","44611","20201226172643"
"352","Effective_data_transfer_rate","41082","","642","20210119105057"
"353","Effective_transmission_rate","41088","","907","20150723065648"
"354","Emphasis_(telecommunications)","41107","","5941","20201226220534"
"355","Escape_character","41123","","11427","20210217025634"
"356","Fail-safe","41136","","17472","20201215152057"
"357","Fault_management","41144","","4203","20201226175503"
"358","Firmware","41155","","18997","20210220122500"
"359","Forward_error_correction","41167","","140","20200919174654"
"360","Frame_(networking)","41172","","4300","20210116224245"
"361","Group_delay_and_phase_delay","41222","","16104","20210302232830"
"362","Hagelbarger_code","41224","","507","20200825151854"
"363","Hamming_code","41226","","28268","20210211102611"
"364","Hamming_distance","41227","","15390","20210304194809"
"365","Handshaking","41229","","7021","20210211155611"
"366","Heterodyne","41234","","27915","20210124173805"
"367","Inductive_coupling","41258","","5382","20201226223442"
"368","Intelligent_Network","41268","","14737","20201119074632"
"369","Interconnect_facility","41274","","667","20200116014031"
"370","Intersymbol_interference","41287","","10049","20210228145750"
"371","Line_code","41317","","15328","20210202132936"
"372","Link_level","41320","","816","20160223033138"
"373","Longitudinal_redundancy_check","41334","","3838","20210224081457"
"374","Managed_object","41349","","1338","20170911085134"
"375","Mediation_function","41365","","753","20200918174140"
"376","Multiplex_baseband","41388","","1226","20151201155729"
"377","Narrowband_modem","41392","","584","20180404160436"
"378","Network_architecture","41406","","3114","20210123153245"
"379","Network_interface","41408","","1602","20200522144007"
"380","Network_management","41410","","2739","20210301150647"
"381","Network_operating_system","41411","","7630","20210221233511"
"382","N-entity","41428","","1062","20200918182147"
"383","Open_network_architecture","41448","","765","20131128152252"
"384","Packet-switching_node","41481","","658","20210212112711"
"385","Password_length_parameter","41490","","955","20201202171331"
"386","Pseudo_bit_error_ratio","41496","","519","20200313211515"
"387","Primary_channel","41577","","703","20180404155914"
"388","Primary_station","41579","","507","20200501172817"
"389","Propagation_constant","41586","","16100","20210220205347"
"390","Pulse_duration","41605","","1189","20190402084647"
"391","Quasi-analog_signal","41615","","819","20180405140736"
"392","Queuing_delay","41616","","5404","20201227024310"
"393","Reflection_coefficient","41641","","10387","20200510153003"
"394","Resonance","41660","","57612","20210303065436"
"395","Ring_latency","41671","","539","20201207143316"
"396","Security_management","41686","","6868","20210222193918"
"397","Signal_compression","41702","","517","20171022091501"
"398","Simple_Network_Management_Protocol","41710","","40718","20210208205215"
"399","Stopband","41749","","2127","20200915132703"
"400","Summation_check","41760","","526","20170225065738"
"401","System_integrity","41771","","1052","20171019055341"
"402","Systems_design","41774","","9087","20201221151009"
"403","T_interface","41800","","1273","20201227035301"
"404","Transceiver","41805","","6491","20210122084528"
"405","Transverse_redundancy_check","41820","","847","20130227130857"
"406","Turnkey","41827","","5292","20201220030954"
"407","NSA_product_types","41829","","5181","20200314202259"
"408","Viewdata","41849","","6910","20210226120015"
"409","Virtual_terminal","41854","","1341","20181221110648"
"410","Wideband_modem","41868","","617","20180405205824"
"411","Wildcard_character","41869","","4833","20210214201921"
"412","Wireless_mobility_management","41871","","1129","20201226231209"
"413","Gain_(electronics)","41968","","9091","20201227012538"
"414","John_Ousterhout","42072","","6316","20210108151836"
"415","Data_transmission","42168","","15501","20210225163944"
"416","Curl_(programming_language)","42537","","9897","20201230002534"
"417","DATR","42553","","2503","20201227191527"
"418","Mosaic_(web_browser)","43303","","28386","20210212193043"
"419","List_of_free_and_open-source_software_packages","43314","","34545","20210302131744"
"420","Packet_switching","43339","","77087","20210226164116"
"421","IPsec","43342","","45809","20201223222639"
"422","VHSIC","43411","","2539","20201117161724"
"423","Control-flow_graph","43653","","11391","20210208125909"
"424","Linear_programming","43730","","57013","20210301094450"
"425","Network_packet","43734","","8577","20210215135651"
"426","DocBook","44193","","16561","20201209191619"
"427","Document_Style_Semantics_and_Specification_Language","44199","","5768","20201227055647"
"428","Collision_(computer_science)","45344","","5156","20210301080422"
"429","Pareto_efficiency","45468","","30972","20210110180804"
"430","Reed–Solomon_error_correction","45600","","72519","20210210203135"
"431","Gyrocompass","45832","","26103","20201227015038"
"432","Voynich_manuscript","45845","","110812","20210221175209"
"433","Robert_Tarjan","46127","","16499","20210207070405"
"434","GLONASS","46149","","84429","20210302035312"
"435","Lua_(programming_language)","46150","","46340","20210301191207"
"436","White_noise","46182","","26381","20210303004920"
"437","Telecommunications_network","46545","","7305","20210221165245"
"438","Shovelware","46618","","6767","20210103065334"
"439","Automated_teller_machine","46628","","105996","20210303193920"
"440","Embedded_system","46630","","42921","20210306000230"
"441","Turing_tarpit","46633","","4276","20201210212647"
"442","Entropy_encoding","46680","","3893","20210110051920"
"443","Identity_map_pattern","46955","","1239","20200407021416"
"444","Cepstrum","46956","","17888","20201022150906"
"445","Peering","47012","","31725","20210303122427"
"446","Package_manager","47017","","22874","20210306062900"
"447","IP_over_Avian_Carriers","47102","","13659","20210304234200"
"448","Instrumentation","47403","","23165","20201230182300"
"449","CDR_coding","47766","","2748","20201227015746"
"450","Lisp_Machine_Lisp","47775","","4138","20201010135828"
"451","Upload","47902","","11340","20210304123717"
"452","Autonomous_robot","48049","","22581","20210302080324"
"453","Society_for_Worldwide_Interbank_Financial_Telecommunication","48113","","37429","20210228045652"
"454","Fuzzy_control_system","48660","","34555","20210221215009"
"455","Code_talker","48877","","53743","20210305211320"
"456","Simulation_language","48899","","1430","20190327214818"
"457","Wolfram_Mathematica","49024","","40196","20210221204714"
"458","Ohm's_law","49090","","45926","20210101050744"
"459","Fuzzy_logic","49180","","49681","20210301141341"
"460","LGM-30_Minuteman","49365","","105864","20210302141804"
"461","CMOS","49420","","52357","20210220123808"
"462","Symmetric_multiprocessing","50318","","20132","20201227013714"
"463","Computer_engineering","50408","","28403","20210222172713"
"464","Queueing_theory","50578","","33395","20210220162328"
"465","Laser_printing","50677","","43637","20210224191920"
"466","Wavelet","50903","","46765","20210211225722"
"467","Network_File_System","51252","","20895","20210225114500"
"468","Babington_Plot","51330","","26824","20210228030023"
"469","Superscalar_processor","51702","","11823","20201117085038"
"470","James_Gosling","51792","","17747","20210201105810"
"471","Mathematical_optimization","52033","","50243","20210307023611"
"472","Non-repudiation","52491","","8947","20210305213604"
"473","Desktop_computer","52742","","27871","20210226135525"
"474","Digital_camera","52797","","74418","20210223142919"
"475","Trivial_File_Transfer_Protocol","52806","","14484","20210222040152"
"476","DARPA_Agent_Markup_Language","53832","","3045","20210214201417"
"477","Resource_Description_Framework","53847","","41954","20210217151116"
"478","EuroWordNet","53885","","1201","20191214225034"
"479","LocalTalk","54180","","6925","20201121115038"
"480","Technological_singularity","54245","","96993","20210302035803"
"481","TI-89_series","54399","","15700","20210113171142"
"482","Computer_algebra_system","54427","","16782","20201226233200"
"483","Mixmaster_anonymous_remailer","54665","","2895","20210213144146"
"484","Anonymous_remailer","54666","","13198","20210221060959"
"485","Cypherpunk_anonymous_remailer","54679","","3008","20200912164547"
"486","Recursively_enumerable_language","54789","","4628","20201223120835"
"487","SIMD","55359","","29414","20210219012833"
"488","ELDIS","55377","","1668","20200406050316"
"489","History_of_operating_systems","55395","","35530","20210124222006"
"490","Trusted_system","55888","","18025","20210103215544"
"491","VT100","56207","","7766","20210303175013"
"492","Low-pass_filter","56484","","31282","20210303065937"
"493","Fitts's_law","57027","","31345","20210114123702"
"494","PILOT","57399","","8748","20210207025429"
"495","Direct_memory_access","57717","","26491","20210116092454"
"496","Ad_Lib,_Inc.","57739","","10149","20210205214414"
"497","Semi-continuity","57824","","14362","20210226114155"
"498","Harvard_architecture","58019","","9846","20210129134036"
"499","John_Mathieson_(computer_scientist)","58072","","1503","20210214031428"
"500","Honeywell_6000_series","58658","","17084","20201227052634"
"501","Unmanned_aerial_vehicle","58900","","119952","20210302005449"
"502","Robotic_spacecraft","58957","","25033","20210215081636"
"503","Packet_analyzer","59114","","8392","20210307055444"
"504","Morphing","59391","","11948","20201226134552"
"505","Toshiba","59703","","70177","20210304122557"
"506","Discrete_cosine_transform","59962","","103464","20210224063655"
"507","Rasterisation","60108","","6754","20210212110149"
"508","Battle_of_Midway","60112","","122284","20210307024132"
"509","Triton_II","60237","","1377","20200822222902"
"510","Self_(programming_language)","60265","","22848","20210115080646"
"511","ARITH-MATIC","60393","","4506","20200910004141"
"512","AAP_DTD","60401","","9245","20201226201905"
"513","HCL_Domino","60408","","68773","20210222035745"
"514","ABC_ALGOL","60450","","1138","20200822223359"
"515","Abnormal_end","60467","","1902","20201020154210"
"516","Abstraction_(computer_science)","60491","","33838","20210305211812"
"517","Abstract_machine","60492","","3857","20210120101208"
"518","PureBasic","60643","","14132","20201126085426"
"519","Load_balancing_(computing)","61118","","44319","20210216185153"
"520","Spintronics","61220","","29434","20210115190621"
"521","SCADA","62437","","37151","20210301233416"
"522","Gulf_of_Tonkin_incident","62982","","62795","20210307013540"
"523","Norbert_Wiener","63185","","37437","20210306111749"
"524","Warchalking","63966","","3000","20201211172736"
"525","Wi-Fi","63973","","105373","20210307131155"
"526","Multiprocessing","64020","","12798","20201231105502"
"527","Computer_Olympiad","64187","","87707","20210119214418"
"528","Concatenation","64474","","7975","20201007181703"
"529","Post_correspondence_problem","64685","","25129","20210104105834"
"530","Computer_language","64750","","2181","20210304201746"
"531","Apu_Nahasapeemapetilon","64893","","34365","20210226043243"
"532","QNX","65184","","23915","20210218193048"
"533","Aleksandr_Lyapunov","65425","","13819","20210122150611"
"534","Chirp","65635","","12410","20210203210339"
"535","Metcalfe's_law","65776","","10131","20210214161550"
"536","Wang_tile","65798","","13035","20210220151424"
"537","Printed_circuit_board","65910","","76090","20210209083910"
"538","DR-DOS","66086","","114520","20210127124426"
"539","Prefix_code","66193","","10991","20210303115016"
"540","PID_controller","66256","","78253","20210205030450"
"541","Homesteading_the_Noosphere","66267","","5141","20201226124337"
"542","Memory_management","66924","","18640","20210222231411"
"543","Electronic_color_code","67842","","24237","20201025195130"
