"number","title","pageid","namespace","length","touched"
"50","Damper_(flow)","1999035","","9051","20201130065125"
"51","Turbomachinery","1999139","","20483","20200613183206"
"52","Euler–Bernoulli_beam_theory","2064935","","46558","20210228014237"
"53","Surface_roughness","2260140","","22534","20210301092220"
"54","Shear_strength","2260942","","6369","20210303000624"
"55","Air_handler","2369672","","16826","20210227125040"
"56","Range_of_motion","2449393","","3486","20201002195113"
"57","Proactive_maintenance","2476339","","1386","20190718100107"
"58","Elegant_degradation","2608153","","2314","20191224101257"
"59","Index_of_mechanical_engineering_articles","2635185","","8506","20210303082316"
"60","Air_preheater","2704841","","15011","20210203183836"
"61","Reciprocating_motion","2787639","","3098","20200513013743"
"62","Envelope_(motion)","2863149","","2042","20161031173216"
"63","Treadle","2887653","","2256","20210201171259"
"64","Ball_detent","2940943","","3182","20180501173258"
"65","Agitator_(device)","3073029","","3745","20191014124201"
"66","Mechanical_engineering_technology","3315351","","2821","20201119045640"
"67","Fillet_(mechanics)","3487414","","3085","20191216054738"
"68","Reynolds_transport_theorem","3488128","","12012","20200204034817"
"69","Design_for_manufacturability","3497359","","17454","20210107230053"
"70","Structural_load","3633309","","10370","20210226071124"
"71","Bond_graph","3783853","","51650","20210120145811"
"72","Strain_hardening_exponent","3931817","","2977","20210205121147"
"73","Sight_glass","4160674","","9974","20201208001114"
"74","Vibration_isolation","4449103","","28804","20210303082955"
"75","Docking_sleeve","4526066","","756","20210206185350"
"76","Shear_pin","4692441","","5978","20180918145545"
"77","Variable_air_volume","4721938","","5561","20210107214425"
"78","Piston_motion_equations","5175578","","9588","20201220023422"
"79","Pulverizer","5202584","","15096","20200122111518"
"80","Expansion_joint","5648302","","19922","20210106070252"
"81","Turboexpander","5672534","","18383","20210114184914"
"82","Block_and_bleed_manifold","5679969","","4711","20210308012508"
"83","Mechanical_singularity","5791679","","2122","20200228173934"
"84","Automaton_clock","5977620","","3409","20200207092150"
"85","American_Machinists'_Handbook","6119178","","3893","20210307183815"
"86","Critical_speed","6144801","","4803","20210303103228"
"87","Plane_stress","6517456","","11235","20210205031041"
"88","Mating_connection","6689271","","1059","20180522153157"
"89","Bullwheel","6879785","","2695","20200924145631"
"90","Engineering_design_process","7071096","","12922","20210121193641"
"91","Friction_loss","7127168","","33719","20210114015946"
"92","Modal_analysis","7542417","","6664","20210303131812"
"93","Beale_number","7604764","","1781","20191216190238"
"94","Constant_air_volume","7861368","","1999","20201130065105"
"95","Idler-wheel","7937705","","11304","20210204103123"
"96","D'Alembert–Euler_condition","7958880","","1376","20210226152037"
"97","West_number","8038396","","2996","20191216190908"
"98","Stick-slip_phenomenon","8315449","","9133","20201216223052"
"99","Process_integration","8642567","","7794","20200711111629"
"100","Pinch_analysis","8642593","","9952","20200619153404"
"101","Airshaft","9079529","","2964","20200519104333"
"102","Sieving_coefficient","9493613","","1749","20200307163443"
"103","Rotary_feeder","9677784","","7331","20210302174344"
"104","Contact_mechanics","9697733","","62017","20210115190921"
"105","Backlash_(engineering)","10058792","","13397","20210202145829"
"106","Marks'_Standard_Handbook_for_Mechanical_Engineers","10442256","","1698","20180527155216"
"107","Dunkerley's_method","10456725","","2124","20200412132144"
"108","Wells_turbine","11226479","","2470","20201012083722"
"109","Tail_lift","11610647","","5494","20180211055047"
"110","AFGROW","11653740","","7956","20201130210017"
"111","Cam_plastometer","11880456","","1436","20140602172259"
"112","Maintenance_engineering","12117291","","5013","20210301174745"
"113","Thermomechanical_generator","12302694","","6443","20190907191624"
"114","Fan_(machine)","12877572","","34167","20210226084438"
"115","Embedment","13169712","","3305","20190807081922"
"116","Water_chiller","13337091","","1453","20201130065724"
"117","Fan_coil_unit","14532358","","13054","20210115184835"
"118","Compliant_mechanism","14821088","","14339","20210208143907"
"119","Sacrificial_part","15384297","","916","20200402162708"
"120","Indexing_(motion)","15504805","","5453","20191212003918"
"121","Zero_seek","15831356","","2814","20200819053324"
"122","Pressure_exchanger","16672559","","9866","20200302023825"
"123","Systematic_hierarchical_approach_for_resilient_process_screening","17340059","","907","20200710084334"
"124","Engineering_fit","17404454","","11708","20210202112256"
"125","Burnishing_(metal)","17549172","","10997","20210224124823"
"126","Precision_engineering","18421531","","4078","20191212152309"
"127","Thermo-mechanical_fatigue","18591429","","9751","20200402150448"
"128","Run-out","19056964","","3867","20200919153808"
"129","Brinelling","19531744","","6017","20210307232803"
"130","Thermal_engineering","19582317","","2910","20210108051930"
"131","Chilled_water","19920701","","4152","20201130065045"
"132","Duality_(mechanical_engineering)","20975307","","947","20200112090600"
"133","Tolerance_analysis","21609404","","9815","20201015144654"
"134","Tip_clearance","22001267","","1711","20201103201000"
"135","Cryogenic_engineering","23406255","","972","20190317220354"
"136","Bearing_surface","23438467","","2484","20200628154331"
"137","Undercut_(manufacturing)","23669193","","2346","20201123220405"
"138","Cam_follower","23682291","","9648","20201113171926"
"139","Multiphase_heat_transfer","23913353","","2641","20190929192626"
"140","ERF_damper","23968458","","760","20200407172521"
"141","Surface_integrity","24101751","","4891","20180213204141"
"142","Circle_grid_analysis","24618690","","1647","20200722204241"
"143","Hydrogen_turboexpander-generator","24953216","","2313","20201226155213"
"144","Hydrogen_pinch","24976623","","4133","20201114212536"
"145","Water_cascade_analysis","25126394","","2099","20201217032444"
"146","Roark's_Formulas_for_Stress_and_Strain","25436307","","5354","20200714165514"
"147","Constrained-layer_damping","25717385","","1118","20210303133616"
"148","Compound_lever","25837273","","6774","20200616201154"
"149","Soft_Foot","25838397","","1781","20190707094423"
"150","Shaft_misalignment","25844200","","83","20120324113152"
"151","Built-up_gun","25946143","","7576","20210128221023"
"152","Break-in_(mechanical_run-in)","26140105","","10184","20201127143753"
"153","Machine_element","26981085","","5206","20190415192714"
"154","Heisler_chart","27050779","","5678","20200423154936"
"155","Vibratory_stress_relief","28034290","","22284","20201110020721"
"156","Engineering_Equation_Solver","28403240","","2459","20190618223236"
"157","Metallurgical_failure_analysis","28446647","","4672","20210304145944"
"158","Multi-function_structure","28654390","","3132","20210107132250"
"159","Ortman_key","29109196","","1180","20190114002026"
"160","Edmund_key","29111507","","902","20190113211553"
"161","Blood_viscoelasticity","29773091","","156","20131215223145"
"162","Backdrive","29990382","","896","20200719183938"
"163","Formability","30234468","","6682","20190325205722"
"164","Limits_and_fits","30244512","","737","20201203111833"
"165","Float_(liquid_level)","30250063","","3227","20201121224805"
"166","Run-around_coil","30560133","","4519","20201130065536"
"167","Damping_matrix","30638875","","1137","20210303083720"
"168","Roadworthiness","31119235","","4095","20210114213116"
"169","Frictional_contact_mechanics","31250262","","31353","20201215043708"
"170","Total_indicator_reading","31353312","","4158","20191002034448"
"171","Railworthiness","31381409","","1919","20210112175826"
"172","D-value_(transport)","31397430","","1068","20190928184339"
"173","Mechanical_advantage_device","31846228","","5934","20190819032710"
"174","Particle_damping","32017763","","7221","20210303195524"
"175","Dexel","32345415","","4153","20210113184641"
"176","Mechanical_joint","33447811","","7862","20210214020350"
"177","Backyard_Ballistics","34393262","","3097","20190929181631"
"178","Airflow","34545370","","9876","20210216111233"
"179","Mathematical_Magick","34749877","","6568","20210129191941"
"180","Velocity_triangle","34775719","","1950","20181219211429"
"181","Spherical_roller_bearing","35304616","","7478","20201015035839"
"182","Junker_test","36108417","","2407","20180724082049"
"183","Structural_integrity_and_failure","36337411","","31819","20210304013631"
"184","Lightening_holes","36652063","","8946","20200510202342"
"185","Nutation_(engineering)","36806502","","2665","20201020055532"
"186","Metal_hose","37791108","","18209","20210307023612"
"187","Reynolds_equation","38401360","","7542","20200804213842"
"188","Mechanical,_electrical,_and_plumbing","38495380","","10311","20210211212919"
"189","Axial_fan_design","39358688","","19545","20200624130215"
"190","Thermomechanical_cuttings_cleaner","40309522","","1823","20150425090733"
"191","Centrifugal_pendulum_absorber","40809862","","6574","20210107232236"
"192","Spherical_roller_thrust_bearing","41394066","","5084","20200827120857"
"193","Deep_hole_drilling_(DHD)_measurement_technique","42032211","","10294","20201109092607"
"194","Mechanical_load","43696853","","1758","20210226071140"
"195","Repair_kit","43852889","","4024","20210118053256"
"196","Circulating_water_plant","45327132","","7229","20170930063348"
"197","Register_(air_and_heating)","46323202","","8077","20201230063917"
"198","Hole_drilling_method","46871755","","11085","20201103173806"
"199","Shaft_(mechanical_engineering)","48665888","","2655","20210307090609"
"200","Bearing_pressure","48717005","","26321","20200705191012"
"201","Generalised_beam_theory","49341684","","6305","20201216135855"
"202","Glossary_of_mechanical_engineering","50783328","","73938","20210303083839"
"203","Tesla_Grohmann_Automation","52233766","","7210","20210306180336"
"204","History_of_mechanical_engineering","52562176","","29626","20210207084317"
"205","Crumpling","53133381","","3286","20200416021413"
"206","Tommy_Gate","53299610","","3106","20190819211237"
"207","Chassis_dynamometer","53306867","","7572","20201117192221"
"208","Ljungström_air_preheater","53937915","","3055","20210216044916"
"209","Load_path_analysis","54423957","","3978","20201215213410"
"210","Jib_(crane)","54888507","","2094","20200916010807"
"211","Phase_shift_torque_measurement","55072303","","920","20190405020213"
"212","Parallel_force_system","55121627","","2036","20191220200619"
"213","Self-propulsion","56310192","","7892","20201219225125"
"214","Self-adaptive_mechanisms","57712889","","6096","20200229195747"
"215","Piezoelectric_microelectromechanical_systems","58296445","","10604","20201215010926"
"216","COMOS","60173605","","8606","20201216015138"
"217","Tribo-fatigue","60261116","","72131","20210307064815"
"218","Undercut_(turning)","62262830","","1933","20200824113216"
"219","Poly-clip_System","63721045","","13230","20201215233849"
"220","Adaptive_machine","64758384","","10388","20200908231006"
"221","Guido_Marx","66030750","","10134","20210211225255"
